序号,Institution,Country/Region,Count（Geometric mean count of papers published across all areas）,Faculty（Number of faculty who have published in these areas）
1,Carnegie Mellon University,United States,7.0,43
2,Cornell University,United States,4.8,32
2,Tsinghua University,China,4.8,28
4,Peking University,China,4.7,38
5,Univ. of Illinois at Urbana-Champaign,United States,4.6,22
6,Chinese Academy of Sciences,China,4.4,35
7,Massachusetts Inst. of Technology,United States,4.2,28
8,University of Washington,United States,4.1,21
9,Univ. of California - Berkeley,United States,4.0,22
10,Stanford University,United States,3.8,24
11,Nanjing University,China,3.7,38
12,Nanyang Technological University,Singapore,3.6,24
13,HKUST,Hong Kong,3.5,16
14,Johns Hopkins University,United States,3.4,16
15,MBZUAI,United Arab Emirates,3.3,18
15,Univ. of California - San Diego,United States,3.3,25
17,Univ. of Massachusetts Amherst,United States,3.2,20
17,University of Pennsylvania,United States,3.2,16
19,Columbia University,United States,3.1,16
19,University of Edinburgh,United Kingdom,3.1,19
21,New York University,United States,3.0,24
21,Technion,Israel,3.0,25
23,National University of Singapore,Singapore,2.9,16
23,University of Michigan,United States,2.9,16
25,ETH Zurich,Switzerland,2.8,12
25,KAIST,South Korea,2.8,20
25,Max Planck Society,Germany,2.8,11
25,Univ. of Maryland - College Park,United States,2.8,14
25,University of Amsterdam,Netherlands,2.8,13
25,University of Texas at Austin,United States,2.8,13
25,University of Toronto,Canada,2.8,21
32,Chinese University of Hong Kong,Hong Kong,2.7,16
32,Harbin Institute of Technology,China,2.7,28
32,Imperial College London,United Kingdom,2.7,12
32,University of Alberta,Canada,2.7,16
36,EPFL,Switzerland,2.6,16
36,Fudan University,China,2.6,19
36,Princeton University,United States,2.6,14
36,Univ. of California - Los Angeles,United States,2.6,11
36,University of Oxford,United Kingdom,2.6,17
36,University of Waterloo,Canada,2.6,14
42,Georgia Institute of Technology,United States,2.5,23
42,Zhejiang University,China,2.5,21
44,Northwestern University,United States,2.4,12
44,USTC,China,2.4,16
44,University of Melbourne,Australia,2.4,17
44,University of Tokyo,Japan,2.4,15
48,Boston University,United States,2.3,11
48,Harvard University,United States,2.3,10
48,Northeastern University,United States,2.3,11
48,Oregon State University,United States,2.3,9
48,Seoul National University,South Korea,2.3,15
48,Singapore Management University,Singapore,2.3,15
48,Tel Aviv University,Israel,2.3,12
48,University of Texas at Dallas,United States,2.3,9
56,University of Cambridge,United Kingdom,2.2,11
56,University of Illinois at Chicago,United States,2.2,11
56,University of Wisconsin - Madison,United States,2.2,15
56,Westlake University,China,2.2,7
60,Adelaide University,Australia,2.1,11
60,CUHK (SZ),China,2.1,10
60,Renmin University of China,China,2.1,17
60,Shanghai Jiao Tong University,China,2.1,18
60,Univ. of California - Santa Cruz,United States,2.1,11
65,KAUST,Saudi Arabia,2.0,10
65,LMU Munich,Germany,2.0,4
65,National Inst. of Informatics,Japan,2.0,7
65,Sapienza University of Rome,Italy,2.0,11
65,University of Southern California,United States,2.0,11
70,Australian National University,Australia,1.9,12
70,IISc Bangalore,India,1.9,6
70,KU Leuven,Belgium,1.9,7
70,Pennsylvania State University,United States,1.9,9
70,Purdue University,United States,1.9,12
70,Simon Fraser University,Canada,1.9,12
70,Sun Yat-sen University,China,1.9,10
70,TU Munich,Germany,1.9,11
70,University of British Columbia,Canada,1.9,14
70,University of Trento,Italy,1.9,6
80,Brown University,United States,1.8,9
80,Duke University,United States,1.8,6
80,Monash University,Australia,1.8,15
80,Soochow University,China,1.8,13
80,TU Darmstadt,Germany,1.8,6
80,Univ. of California - Irvine,United States,1.8,6
80,Univ. of California - Santa Barbara,United States,1.8,7
80,Universidade de Lisboa,Portugal,1.8,10
80,University of Freiburg,Germany,1.8,5
80,University of Montreal,Canada,1.8,6
80,University of Tübingen,Germany,1.8,9
80,Washington University in St. Louis,United States,1.8,9
92,Arizona State University,United States,1.7,9
92,Beihang University,China,1.7,12
92,Cardiff University,United Kingdom,1.7,8
92,Czech Technical University,Czech Republic,1.7,8
92,Graz University of Technology,Austria,1.7,7
92,Hebrew University of Jerusalem,Israel,1.7,10
92,National Taiwan University,Taiwan,1.7,8
92,Rice University,United States,1.7,8
92,TU Delft,Netherlands,1.7,8
92,TU Wien,Austria,1.7,10
92,University College London,United Kingdom,1.7,8
92,University of Colorado Boulder,United States,1.7,8
92,University of Copenhagen,Denmark,1.7,7
92,University of Minnesota,United States,1.7,8
106,Bar-Ilan University,Israel,1.6,8
106,Brigham Young University,United States,1.6,7
106,IST Austria,Austria,1.6,4
106,King's College London,United Kingdom,1.6,8
106,NWPU,China,1.6,8
106,Stony Brook University,United States,1.6,9
106,TTI Chicago,United States,1.6,7
106,The Hong Kong Polytechnic Univ.,Hong Kong,1.6,6
106,Tianjin University,China,1.6,8
106,UNSW,Australia,1.6,9
106,University at Buffalo,United States,1.6,6
106,University of Arizona,United States,1.6,10
106,University of Hong Kong,Hong Kong,1.6,7
106,University of Rochester,United States,1.6,6
106,University of Surrey,United Kingdom,1.6,12
106,University of Sydney,Australia,1.6,10
106,University of Warwick,United Kingdom,1.6,9
106,Weizmann Institute of Science,Israel,1.6,6
124,BUPT,China,1.5,11
124,Ben-Gurion University of the Negev,Israel,1.5,8
124,California Inst. of Technology,United States,1.5,7
124,Ecole Normale Superieure,France,1.5,4
124,Heidelberg University,Germany,1.5,5
124,IIT Bombay,India,1.5,5
124,IIT Madras,India,1.5,6
124,Kyoto University,Japan,1.5,5
124,POSTECH,South Korea,1.5,5
124,Rutgers University,United States,1.5,10
124,SUTD,Singapore,1.5,5
124,Saarland University,Germany,1.5,6
124,Texas A&amp;M University,United States,1.5,8
124,Univ. of California - Merced,United States,1.5,3
124,University of Chicago,United States,1.5,8
124,University of North Carolina,United States,1.5,7
124,University of Pittsburgh,United States,1.5,5
124,University of Virginia,United States,1.5,5
124,Université Jean Monnet,France,1.5,7
124,Wuhan University,China,1.5,7
124,Yale University,United States,1.5,4
124,York University,Canada,1.5,5
146,AUEB,Greece,1.4,3
146,Aalto University,Finland,1.4,4
146,City University of Hong Kong,Hong Kong,1.4,6
146,Georgetown University,United States,1.4,4
146,Griffith University,Australia,1.4,6
146,HSE University,Russia,1.4,5
146,IIT Delhi,India,1.4,4
146,IIT Kanpur,India,1.4,2
146,IIT Kharagpur,India,1.4,4
146,Macquarie University,Australia,1.4,5
146,Michigan State University,United States,1.4,6
146,NYU Abu Dhabi,United Arab Emirates,1.4,5
146,Ohio State University,United States,1.4,6
146,Osaka University,Japan,1.4,6
146,Queen Mary University of London,United Kingdom,1.4,4
146,RWTH Aachen University,Germany,1.4,4
146,SUSTech,China,1.4,5
146,ShanghaiTech University,China,1.4,5
146,TU Dresden,Germany,1.4,4
146,UESTC,China,1.4,9
146,Univ. of California - Davis,United States,1.4,7
146,Univ. of Maryland - Baltimore County,United States,1.4,4
146,University of Central Florida,United States,1.4,3
146,University of Hamburg,Germany,1.4,4
146,University of Liverpool,United Kingdom,1.4,7
146,University of Nottingham,United Kingdom,1.4,8
146,University of Padova,Italy,1.4,4
146,University of Sheffield,United Kingdom,1.4,6
146,University of Southampton,United Kingdom,1.4,5
146,University of Warsaw,Poland,1.4,6
146,Université Paris Dauphine,France,1.4,3
146,Xiamen University,China,1.4,5
178,Ariel University,Israel,1.3,5
178,Birkbeck University of London,United Kingdom,1.3,4
178,Bocconi University,Italy,1.3,1
178,CISPA Helmholtz Center,Germany,1.3,2
178,CRIStAL,France,1.3,3
178,Carleton University,Canada,1.3,1
178,DTU,Denmark,1.3,4
178,Emory University,United States,1.3,3
178,INSAIT,Bulgaria,1.3,2
178,Indiana University,United States,1.3,4
178,Lancaster University,United Kingdom,1.3,5
178,Loughborough University,United Kingdom,1.3,1
178,McGill University,Canada,1.3,4
178,NAIST,Japan,1.3,4
178,Polytechnique Montreal,Canada,1.3,5
178,Radboud University,Netherlands,1.3,4
178,Rensselaer Polytechnic Institute,United States,1.3,3
178,TU Berlin,Germany,1.3,3
178,Temple University,United States,1.3,4
178,Trinity College Dublin,Ireland,1.3,2
178,Tulane University,United States,1.3,3
178,UCCS,United States,1.3,4
178,Univ. of California - Riverside,United States,1.3,5
178,Universidad de Chile,Chile,1.3,3
178,University of Birmingham,United Kingdom,1.3,5
178,University of Bonn,Germany,1.3,4
178,University of Florida,United States,1.3,2
178,University of Georgia,United States,1.3,4
178,University of Groningen,Netherlands,1.3,4
178,University of Helsinki,Finland,1.3,4
178,University of Klagenfurt,Austria,1.3,3
178,University of Leipzig,Germany,1.3,3
178,University of Notre Dame,United States,1.3,2
178,University of Stuttgart,Germany,1.3,3
178,University of Technology Sydney,Australia,1.3,4
178,University of Western Australia,Australia,1.3,3
178,Vanderbilt University,United States,1.3,4
178,Virginia Tech,United States,1.3,4
178,Xi'an Jiaotong University,China,1.3,3
178,Yonsei University,South Korea,1.3,7
218,Binghamton University,United States,1.2,2
218,Boston College,United States,1.2,3
218,Brandeis University,United States,1.2,1
