Country,Country_label,INDUSTRY,STAGE,Sum_of_deals,Year
JPN,Japan,-- All industries --,VC,151.66716449999998,2014
JPN,Japan,-- All industries --,VC,257.44825249999997,2015
JPN,Japan,-- All industries --,VC,332.398028,2016
JPN,Japan,-- All industries --,VC,689.3025765,2017
JPN,Japan,-- All industries --,VC,1347.189929,2018
JPN,Japan,-- All industries --,VC,1474.3282045,2019
JPN,Japan,-- All industries --,VC,1358.436796,2020
JPN,Japan,-- All industries --,VC,1942.238435,2021
JPN,Japan,-- All industries --,VC,2207.423608,2022
JPN,Japan,-- All industries --,VC,1970.2796759999999,2023
JPN,Japan,-- All industries --,VC,1753.9020985,2024
JPN,Japan,-- All industries --,VC,1674.4816355,2025
ARE,United Arab Emirates,-- All industries --,VC,0.3,2012
ARE,United Arab Emirates,-- All industries --,VC,1.2,2013
ARE,United Arab Emirates,-- All industries --,VC,0.1,2014
ARE,United Arab Emirates,-- All industries --,VC,12.2,2015
ARE,United Arab Emirates,-- All industries --,VC,18,2016
ARE,United Arab Emirates,-- All industries --,VC,61.616775,2017
ARE,United Arab Emirates,-- All industries --,VC,19.460873,2018
ARE,United Arab Emirates,-- All industries --,VC,74.14,2019
ARE,United Arab Emirates,-- All industries --,VC,73.37,2020
ARE,United Arab Emirates,-- All industries --,VC,169.635731,2021
ARE,United Arab Emirates,-- All industries --,VC,494.668063,2022
ARE,United Arab Emirates,-- All industries --,VC,114.015,2023
ARE,United Arab Emirates,-- All industries --,VC,346.843047,2024
ARE,United Arab Emirates,-- All industries --,VC,732.884756,2025
